sample_name	1_oxy2_Ko	2_empty	3_npsA_Ko	4_thdA_Ko	5_npsB_Ko	6_aroX_Ko	7_dhbX_Ko	8_icmX_Ko	9_adsX_Ko	10_hmoX_Ko	11_msfX_Ko	12_uvrX_Ko	13_oxy6_Kg	14_orfABC	15_npsA_Kg	16_thdA_Kg	17_npsB_Kg	18_aroX_Kg	19_dhbX_Kg	20_icmX_Kg	21_adsX_Kg	22_hmoX_Kg	23_msfX_Kg	24_uvrX_Kg	25_oxy1_Km	26_oxy5_Km	27_LeupAB	28_npsA_Km	29_thdA_Km	30_npsB_Km	31_aroX_Km	32_dhbX_Km	33_icmX_Km	34_adsX_Km	35_hmoX_Km	36_msfX_Km	37_uvrX_Km	38_oxy4_Kpas	39_orfA_truncated	40_npsA_Kpa	41_thdA_Kpa	42_npsB_Kpa	43_aroX_Kpa	44_dhbX_Kpa	45_icmX_Kpa	46_adsX_Kpa	47_hmoX_Kpa	48_msfX_Kpa	49_uvrX_Kpa	50_oxy8_Khaux	51_oxy3_Sp
GCF_041283395.1_ASM4128339v1_genomic.fasta	87.215	98.98											97.133												99.429	97.489	99.028											94.863												97.477	85.499
GCF_041283405.1_ASM4128340v1_genomic.fasta	87.215	78.947								98.0			97.133												99.429	97.489	99.028											94.863												97.477	85.499
GCF_041283475.1_ASM4128347v1_genomic.fasta	86.306	94.898	93.36	92.208	94.099	94.444	94.784	96.209	94.872	100.0	92.62	93.148	95.876	95.066	94.609	93.939	95.288	96.496	93.939	95.261	96.513	96.766	95.053	95.623	94.725	96.087		97.699	98.268	98.17	99.316	98.855	98.894	99.231	99.538	98.297	98.364	99.772	99.034	99.54	100.0	99.725	99.915	99.237	99.526	99.591	99.67	99.432	99.691	95.32	85.108
GCF_041283485.1_ASM4128348v1_genomic.fasta	74.161	98.98											75.097												75.477	74.761	99.19											74.692												75.097	85.217
GCF_041283495.1_ASM4128349v1_genomic.fasta	86.986	98.98											96.789												99.772	97.374	98.866											94.749												97.133	85.311
GCF_041353115.1_ASM4135311v1_genomic.fasta	99.198	99.425	99.408	99.134	99.451	99.231	99.746	100.0	99.128	95.0	99.189	99.646	86.766		95.003	96.97	95.355	95.812	96.97	96.367	95.333	96.032	92.295	94.385	86.758	87.171		93.557	93.665	94.166	95.47	95.165	96.051	95.077	95.833	92.295	93.192	86.301		93.294	93.074	94.326	95.128	94.784	96.051	95.092	95.701	92.052	93.28	86.239	84.196
GCF_041698715.1_ASM4169871v1_genomic.fasta	99.542	100.0			100.0					100.0	99.594	99.469	86.997				96.407					98.246	92.62	94.474	87.1	87.4				94.611					96.491	92.701	93.103	86.53				94.611					94.737	92.376	93.192	86.468	84.637
GCF_041699445.1_ASM4169944v1_genomic.fasta	99.656	98.851	99.408	99.134	99.382	99.231	99.873	100.0	99.692	99.735	99.27	99.072	86.766		95.135	96.97	95.217	95.641	96.97	96.367	95.333	96.032	92.539	94.385	86.872	87.171		93.688	93.665	94.029	95.299	95.293	96.051	95.077	95.833	92.376	93.369	86.301		93.425	93.074	94.189	94.957	94.911	96.051	95.092	95.701	92.052	93.324	86.239	84.354
GCF_041699465.1_ASM4169946v1_genomic.fasta	99.771	99.425	99.408	99.134	99.451	99.573	99.618	98.894	98.513	99.205	99.513	99.646	86.881		95.266	96.97	95.309	95.641	96.97	95.261	94.821	96.296	92.701	94.385	86.758	87.056		93.82	93.665	94.12	95.299	95.293	94.945	94.513	96.098	92.782	93.148	86.416		93.557	93.074	94.28	94.957	94.911	94.945	94.632	95.966	92.457	93.236	86.353	84.26
GCF_042137955.1_sbm_k_oxy_1_genomic.fasta	99.542	98.276	99.343	99.134	99.542	99.487	99.618	99.052	98.41	100.0	99.27	99.514	86.421		95.332	96.97	95.263	95.556	96.97	95.419	94.821	96.362	92.701	94.43	86.644	86.827		93.754	93.665	94.122	95.214	95.293	95.103	94.513	96.164	92.62	93.148	85.959		93.491	93.074	94.282	94.872	94.911	95.103	94.632	96.032	92.295	93.236	86.009	84.196
GCF_042137965.1_sbm_k_grim_1_genomic.fasta	86.353	95.918	95.003	96.104	95.172	95.385	95.674	96.524	95.333	95.629	92.457	94.297	99.429	99.882	99.08	100.0	99.588	99.829	100.0	99.842	99.487	99.604	99.594	99.602	96.904	95.642		94.938	94.667	95.38	96.923	97.71	95.261	96.821	96.7	94.809	95.756	95.298	94.915	94.806	93.939	95.471	96.752	97.583	95.261	96.472	96.436	95.053	95.844	99.315	84.783
GCF_042274125.1_ASM4227412v1_genomic.fasta	86.986	98.98								98.039			97.133												99.658	97.489	99.514											95.091												97.477	85.405
GCF_900083565.1_12082_4_84_genomic.fasta	87.285	98.98	93.754	92.76	94.145	94.872	94.911	95.893	94.923	98.039	92.782	93.103	97.468		95.069	94.667	95.494	96.752	94.667	94.945	96.667	96.832	94.891	95.491	99.087	97.824	99.109	99.803	100.0	99.703	99.316	99.746	99.842	99.436	99.076	99.676	99.691	95.189		97.83	98.268	98.376	98.889	98.601	98.578	98.671	99.076	98.054	98.276	97.133	85.255
GCF_900083575.1_12045_6_1_genomic.fasta	86.872	98.98								100.0			97.248												99.315	97.146	99.19											95.205												97.592	85.311
GCF_900083585.1_12045_6_24_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_900083595.1_12045_6_57_genomic.fasta	86.468	95.918	95.201	95.671	95.263	95.214	95.674	96.209	95.179	100.0	92.863	94.253	99.315	99.764	99.934	99.567	99.863	100.0	99.567	99.842	99.538	99.736	99.594	99.646	96.789	95.528		95.003	94.667	95.471	96.752	97.71	94.945	96.769	97.03	95.296	95.623	95.183	94.915	94.74	93.506	95.563	96.581	97.583	94.945	96.472	96.766	95.539	95.712	99.201	84.688
GCF_900083605.1_11983_8_48_genomic.fasta	86.881	95.918	95.135	96.104	95.24	95.128	95.674	96.682	95.077	100.0	92.62	94.297	100.0	99.607	99.343	100.0	99.725	99.402	100.0	99.684	99.333	99.67	99.838	99.735	96.789	96.203		95.069	94.667	95.425	96.667	97.71	95.419	96.564	96.898	95.053	95.756	95.857	94.915	94.938	93.939	95.494	96.496	97.583	95.419	96.217	96.634	95.296	95.844	99.201	84.915
GCF_900083615.1_11983_8_91_genomic.fasta	98.74	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.536		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	86.644	86.942		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.073		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.009	84.26
GCF_900083625.1_11983_8_83_genomic.fasta	99.656	99.425			100.0					100.0	99.513	99.204	86.997				96.407					98.246	92.62	94.518	87.1	87.4				94.611					96.491	92.701	93.28	86.53				94.611					94.737	92.376	93.369	86.468	84.449
GCF_900083635.1_12082_2_19_genomic.fasta	87.215	78.947								100.0			97.133												99.429	97.489	99.028											94.863												97.477	85.499
GCF_900083645.1_12082_5_20_genomic.fasta	99.542	99.425	99.408	99.134	99.497	99.487	99.618	99.052	98.615	99.556	99.351	99.469	86.421		95.266	96.97	95.263	95.556	96.97	95.419	94.923	96.012	92.782	94.385	86.644	86.827		93.82	93.665	94.167	95.214	95.293	95.103	94.615	96.012	92.701	93.103	85.959		93.557	93.074	94.328	94.872	94.911	95.103	94.734	95.569	92.376	93.192	86.009	84.008
GCF_900083655.1_11983_8_52_genomic.fasta	98.625	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.421		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	86.53	86.827		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	85.959		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	85.894	84.166
GCF_900083675.1_12045_6_65_genomic.fasta	99.313	98.851	99.54	100.0	99.497	98.889	99.618	99.842	99.231	99.735	99.432	99.558	86.881		95.069	96.104	95.103	95.641	96.104	96.524	95.282	96.164	92.62	94.341	86.986	87.285		93.557	92.76	93.939	95.128	95.293	95.893	95.026	95.966	92.701	93.103	86.416		93.294	92.208	94.099	94.786	94.911	95.893	95.143	95.833	92.376	93.148	86.353	84.543
GCF_900083695.1_12045_6_61_genomic.fasta	86.598	94.898											95.512												96.461	99.084	92.389											95.325												95.183	84.31
GCF_900083705.1_12045_6_72_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_900083715.1_12045_6_80_genomic.fasta	99.542	99.425	99.408	99.134	99.52	99.573	99.618	99.052	98.615	99.205	99.351	99.469	86.421		95.266	96.97	95.24	95.641	96.97	95.419	94.923	96.296	92.782	94.385	86.644	86.827		93.82	93.665	94.145	95.299	95.293	95.103	94.615	96.098	92.701	93.103	85.959		93.557	93.074	94.305	94.957	94.911	95.103	94.734	95.966	92.376	93.192	86.009	84.008
GCF_900083725.1_12045_6_46_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_900083735.1_12045_5_89_genomic.fasta	99.542	99.425	99.408	99.134	99.52	99.573	99.618	99.052	98.615	99.205	99.351	99.469	86.421		95.266	96.97	95.24	95.641	96.97	95.419	94.923	96.296	92.782	94.385	86.644	86.827		93.82	93.665	94.145	95.299	95.293	95.103	94.615	96.098	92.701	93.103	85.959		93.557	93.074	94.305	94.957	94.911	95.103	94.734	95.966	92.376	93.192	86.009	84.102
GCF_900083745.1_11983_8_86_genomic.fasta	99.542	99.425	99.408	99.134	99.497	99.573	99.618	99.052	98.615	99.205	99.351	99.469	86.421		95.266	96.97	95.217	95.641	96.97	95.419	94.923	96.296	92.782	94.385	86.644	86.827		93.82	93.665	94.122	95.299	95.293	95.103	94.615	96.098	92.701	93.103	85.959		93.557	93.074	94.282	94.957	94.911	95.103	94.734	95.966	92.376	93.192	86.009	84.196
GCF_900083765.1_12045_6_56_genomic.fasta	98.74	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.536		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	86.644	86.942		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.073		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.009	84.26
GCF_900083785.1_12045_6_48_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.428	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.708	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.279	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.279	95.701	92.457	93.59	86.468	84.449
GCF_900083795.1_12045_7_49_genomic.fasta	99.542	99.425	100.0	99.134	99.497					99.556	99.351	99.469	86.421		97.183	96.97	95.263		96.97			96.012	92.782	94.385	86.644	86.827		95.305	93.665	94.167					96.012	92.701	93.103	85.959		94.836	93.074	94.328					95.569	92.376	93.192	86.009	84.008
GCF_900083805.1_11983_8_73_genomic.fasta	87.1	98.98											97.248												99.543	97.603	98.947											94.977												97.592	85.311
GCF_900083815.1_11983_8_93_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_900083825.1_11983_8_7_genomic.fasta	87.1	98.98											97.018												99.772	97.374	99.352											94.977												97.362	85.405
GCF_900083835.1_12045_7_3_genomic.fasta	87.1	98.98											97.248												99.543	97.603	98.947											94.977												97.592	85.405
GCF_900083855.1_12045_6_35_genomic.fasta	98.74	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.536		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	86.644	86.942		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.073		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.009	84.26
GCF_900083865.1_12082_4_71_genomic.fasta	99.313	98.851	99.54	100.0	99.497	98.889	99.618	99.842	99.231	99.735	99.432	99.558	86.881		95.069	96.104	95.103	95.641	96.104	96.524	95.282	96.164	92.62	94.341	86.986	87.285		93.557	92.76	93.939	95.128	95.293	95.893	95.026	95.966	92.701	93.103	86.416		93.294	92.208	94.099	94.786	94.911	95.893	95.143	95.833	92.376	93.148	86.353	84.543
GCF_900083875.1_11983_8_42_genomic.fasta	99.542	100.0	99.408	99.134	99.474	99.145	99.873	100.0	99.487	100.0	99.513	99.248	86.997		95.003	96.97	95.195	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.557	93.665	94.053	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.294	93.074	94.213	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.543
GCF_900083885.1_12045_6_23_genomic.fasta	86.986	98.98								100.0			96.789												100.0	97.146	99.271											94.749												97.133	85.217
GCF_900083895.1_12045_6_44_genomic.fasta	99.313	98.851	99.54	100.0	99.497	98.889	99.618	99.842	99.231	98.113	99.432	99.558	86.881		95.069	96.104	95.103	95.641	96.104	96.524	95.282	96.164	92.62	94.341	86.986	87.285		93.557	92.76	93.939	95.128	95.293	95.893	95.026	95.966	92.701	93.103	86.416		93.294	92.208	94.099	94.786	94.911	95.893	95.143	95.833	92.376	93.148	86.353	84.543
GCF_900083905.1_12045_5_88_genomic.fasta	99.542	100.0	99.408	99.134	99.497	99.145	99.873	100.0	99.487	98.0	99.513	99.248	86.997		95.003	96.97	95.217	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.557	93.665	94.076	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.294	93.074	94.236	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.543
GCF_900083915.1_11983_8_30_genomic.fasta	86.986	98.98								95.0			96.789												100.0	97.146	99.352											94.749												97.133	85.217
GCF_900083945.1_12045_6_10_genomic.fasta	99.542	100.0	99.408	99.134	99.474	99.145	99.873	100.0	99.487	98.0	99.513	99.248	86.997		95.003	96.97	95.195	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.557	93.665	94.053	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.294	93.074	94.213	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.543
GCF_900083955.1_12045_7_17_genomic.fasta	99.656	100.0	99.54	100.0	99.52	98.889	99.491	99.842	99.231	99.669	99.27	99.027	86.536		95.069	96.104	95.126	95.641	96.104	96.524	95.282	96.098	92.539	94.474	86.644	86.942		93.557	92.76	93.962	95.128	95.165	95.893	95.026	95.899	92.457	93.324	86.073		93.294	92.208	94.122	94.786	94.784	95.893	95.143	95.767	92.133	93.369	86.009	84.072
GCF_900083965.1_12045_6_81_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_900083975.1_12045_6_58_genomic.fasta	99.542	100.0	100.0	100.0	99.954	99.915	100.0	100.0	100.0	100.0	100.0	100.0	87.112		95.135	96.104	95.149	95.128	96.104	96.367	95.231	96.032	92.62	94.297	87.215	87.514		93.623	92.76	93.939	94.786	95.165	96.051	94.974	95.833	92.782	93.192	86.644		93.425	92.208	94.145	94.444	94.784	96.051	94.99	95.701	92.457	93.192	86.583	84.528
GCF_900083985.1_12045_6_90_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_900083995.1_12045_6_74_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_900084015.1_12082_2_4_genomic.fasta	99.427	98.276	99.343	99.134	99.542	99.145	99.873	100.0	99.487	99.735	99.513	99.248	86.997		95.201	96.97	95.263	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.754	93.665	94.122	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.491	93.074	94.282	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.449
GCF_900084025.1_11983_8_41_genomic.fasta	99.542	100.0	99.408	99.134	99.474	99.145	99.873	100.0	99.487	100.0	99.513	99.248	86.997		95.003	96.97	95.195	95.726	96.97	96.367	95.333	96.032	92.701	94.607	87.1	87.4		93.557	93.665	94.053	95.385	95.293	96.051	95.077	95.833	92.782	93.501	86.53		93.294	93.074	94.213	95.043	94.911	96.051	95.092	95.701	92.457	93.59	86.468	84.543
GCF_900084035.1_12082_5_21_genomic.fasta	87.285	98.98	93.754	92.76	94.145	94.786	94.911	95.893	94.923	95.762	92.782	93.103	97.468		95.069	94.667	95.494	96.667	94.667	94.945	96.667	96.766	94.891	95.491	99.087	97.824	99.109	99.803	100.0	99.703	99.231	99.746	99.842	99.436	99.01	99.676	99.691	95.189		97.83	98.268	98.376	98.803	98.601	98.578	98.671	99.01	98.054	98.276	97.133	85.35
GCF_900084045.1_12082_5_29_genomic.fasta	99.542	98.851			98.214					100.0	99.513	99.204	86.881				95.808					98.246	92.457	94.341	86.986	87.285				94.012					96.491	92.62	93.236	86.416				94.012					94.737	92.295	93.324	86.353	84.275
GCF_900200035.1_ASM90020003v1_genomic.fasta	86.583	95.918	95.069	96.104	95.217	95.128	95.547	96.367	95.231	100.0	92.62	94.341	99.658	99.804	99.277	100.0	99.634	99.573	100.0	100.0	99.795	99.802	100.0	99.735	97.133	95.872		95.003	94.667	95.494	96.667	97.583	95.103	96.821	96.898	94.891	95.712	95.528	94.915	94.872	93.939	95.586	96.496	97.455	95.103	96.524	96.634	95.134	95.8	99.543	84.877
GCF_900407115.1_De_novo_assembly_of_KCRI_isolate_R0004_259C_genomic.fasta	99.427	98.276	99.408	99.134	99.542	99.316	99.491	99.526	99.538	99.735	99.513	99.248	86.997		95.266	96.97	95.263	95.897	96.97	95.893	95.487	96.032	92.701	94.607	87.1	87.4		93.82	93.665	94.122	95.556	94.911	95.577	95.231	95.833	92.782	93.501	86.53		93.557	93.074	94.282	95.214	94.529	95.577	95.245	95.701	92.457	93.59	86.468	84.543
GCF_900407165.1_De_novo_assembly_of_KCRI_isolate_RDK37_40_genomic.fasta	74.161	94.898								95.0			75.097												75.477	74.761	92.065											74.692												75.097	84.594
GCF_900407255.1_De_novo_assembly_of_KCRI_isolate_R0009_567C_genomic.fasta	87.215	98.98											97.018												99.543	97.374	99.352											94.749												97.362	85.499
GCF_900451165.1_44787_G01_genomic.fasta	99.771	100.0	99.737	100.0	99.886	100.0	100.0	99.842	99.795	99.934	99.108	99.116	86.651		95.135	96.104	95.172	95.214	96.104	96.209	95.231	95.966	92.782	94.385	86.758	87.056		93.623	92.76	93.962	94.872	95.165	95.893	94.974	95.767	92.863	93.457	86.187		93.425	92.208	94.167	94.53	94.784	95.893	94.99	95.635	92.62	93.457	86.124	84.354
GCF_900451235.1_36340_F02_genomic.fasta	99.885	100.0	99.671	100.0	99.542	99.231	99.873	99.684	99.744	99.801	99.676	99.027	86.766		95.332	96.104	95.286	95.641	96.104	96.051	95.385	95.966	92.782	94.341	86.872	87.171		93.82	92.76	94.122	95.299	95.293	95.735	95.128	95.767	92.782	93.413	86.301		93.557	92.208	94.282	94.957	94.911	95.735	95.143	95.635	92.457	93.369	86.239	84.354
GCF_900451255.1_32473_E02_genomic.fasta	100.0	100.0	99.408	99.134	99.474	99.231	98.989	100.0	99.436	99.735	99.513	99.248	86.881		95.003	96.97	95.196	95.812	96.97	96.367	95.282	96.032	92.701	94.607	86.986	87.171		93.557	93.665	94.054	95.47	94.437	96.051	95.026	95.833	92.782	93.501	86.416		93.294	93.074	94.214	95.128	94.058	96.051	95.041	95.701	92.457	93.59	86.353	84.166
GCF_900478285.1_36005_G01_genomic.fasta	98.97	100.0	99.54	100.0	99.52	99.061	99.873	100.0	99.744	99.406	99.594	99.116	86.552		95.069	96.104	95.217	95.478	96.104	96.367	95.385	95.712	92.701	94.43	86.659	86.957		93.688	92.76	94.053	95.222	95.293	96.051	95.128	95.515	92.701	93.501	86.203		93.425	92.208	94.213	94.881	94.911	96.051	95.143	95.383	92.376	93.457	86.025	84.275
GCF_900635105.1_36109_D01_genomic.fasta	99.084	100.0	99.54	100.0	99.52	99.061	99.873	100.0	99.744	99.735	99.594	99.116	86.651		95.069	96.104	95.217	95.478	96.104	96.367	95.385	96.032	92.701	94.43	86.758	87.056		93.688	92.76	94.053	95.222	95.293	96.051	95.128	95.833	92.701	93.501	86.301		93.425	92.208	94.213	94.881	94.911	96.051	95.143	95.701	92.376	93.457	86.124	84.354
GCF_900636985.1_45889_C01_genomic.fasta	99.656	98.851			100.0					100.0	99.594	98.851	86.766				96.407					98.246	92.62	94.385	86.872	87.171				94.611					96.491	92.701	93.236	86.301				94.611					94.737	92.376	93.28	86.239	84.354
GCF_900977765.1_ATCC13182.1_genomic.fasta	99.656	98.851			100.0					100.0	99.594	98.851	86.766				96.407					98.246	92.62	94.385	86.872	87.171				94.611					96.491	92.701	93.236	86.301				94.611					94.737	92.376	93.28	86.239	84.354
GCF_901212425.1_NZ_Klebsiella_oxytoca_MC1_genomic.fasta	99.771	100.0	99.737	100.0	99.84	99.829	100.0	100.0	99.949	99.934	98.865	99.027	86.651		95.003	96.104	95.217	95.214	96.104	96.367	95.282	95.966	92.539	94.562	86.758	87.056		93.491	92.76	94.007	94.872	95.165	96.051	95.026	95.767	92.62	93.457	86.187		93.228	92.208	94.213	94.53	94.784	96.051	95.041	95.635	92.376	93.546	86.124	84.449
GCF_901542455.1_40345_E01_genomic.fasta	86.468	95.918	95.003	96.104	95.057	95.214	95.293	96.682	95.179	95.828	92.863	94.385	99.315	99.764	99.343	100.0	99.565	99.658	100.0	99.684	99.538	99.67	99.594	99.691	96.789	95.528		94.938	94.667	95.311	96.752	97.328	95.419	96.769	96.898	95.296	95.668	95.183	94.915	94.806	93.939	95.357	96.581	97.201	95.419	96.421	96.634	95.539	95.756	99.201	84.688
GCF_901553745.1_SB9_16A079_Ko1_genomic.fasta	86.986	98.98											96.789												100.0	97.146	98.785											94.749												97.133	85.311
GCF_901556995.1_SB4934_W14T_Ko1_genomic.fasta	87.215	98.98								98.0			97.018												99.772	97.374	99.271											94.749												97.362	85.499
GCF_901563825.1_SB3355_SG266_Ko4_genomic.fasta	86.306	94.898	93.294	92.208	94.122	94.53	94.784	96.051	94.923	95.762	92.701	93.192	95.876	95.066	94.543	93.939	95.311	96.581	93.939	95.103	96.564	96.832	95.134	95.756	94.725	96.087		97.633	98.268	98.193	99.402	98.855	98.736	98.974	99.67	98.378	98.497	99.772	99.034	99.343	100.0	99.748	100.0	99.491	99.368	99.284	99.934	99.513	99.823	95.32	85.203
GCF_901563875.1_SB3356_SG271_Ko3_genomic.fasta	86.097	93.678											85.452												85.584	84.81												85.845												85.421	99.715
GCF_901563895.1_SB2908_10A188_Ko1_genomic.fasta	87.171	94.898	93.491	92.208	94.236	94.274	94.656	96.367	94.769	95.695	92.62	93.236	95.972		94.74	93.939	95.471	96.325	93.939	95.419	96.41	96.766	95.053	95.712	96.918	99.542	92.146	97.83	98.268	98.307	99.145	98.728	99.052	99.026	99.604	98.297	98.364	95.876		99.671	100.0	99.817	99.744	99.109	99.684	99.489	99.868	99.594	99.646	95.642	84.499
GCF_902158545.1_SB6410_genomic.fasta	86.306	94.898								95.238	92.376	93.192	95.876	94.737								96.711	95.053	95.712	94.725	96.087									99.342	97.972	98.453	99.772	98.551								99.342	99.757	99.779	95.32	85.203
GCF_902158555.1_SB6411_genomic.fasta	86.224	93.678											85.682												85.812	85.04												86.073												85.649	99.05
GCF_902158565.1_SB6419_genomic.fasta	84.507	93.678											85.304												85.355	84.695												85.698												85.388	94.727
GCF_902158575.1_SB6409_genomic.fasta	86.306	94.898								95.238	92.376	93.192	95.876	94.737								96.711	95.053	95.712	94.725	96.087									99.342	97.972	98.453	99.772	98.551								99.342	99.757	99.779	95.32	85.203
GCF_902158585.1_SB6407_genomic.fasta	86.306	94.898	93.754	92.208	94.213	94.53	94.784	96.209	94.974	95.629	92.539	93.236	95.876	94.408	95.003	93.939	95.448	96.581	93.939	95.261	96.615	96.7	95.053	95.756	94.725	96.087		97.962	98.268	98.284	99.402	98.855	98.894	99.231	99.538	98.135	98.408	99.772	98.309	99.408	100.0	99.886	100.0	99.491	99.842	99.54	99.802	99.757	99.735	95.32	85.203
GCF_902158595.1_SB6408_genomic.fasta		93.678											85.04												85.535													85.845												85.126	98.481
GCF_902158605.1_SB6422_genomic.fasta	84.005	93.678								100.0			85.927												85.388	84.845												84.949												86.121	89.286
GCF_902158625.1_SB6421_genomic.fasta	84.12	93.678								100.0			86.025												85.731	85.189												85.046												86.219	89.192
GCF_902158635.1_SB6415_genomic.fasta	86.191	94.898	93.491	92.208	94.19	94.53	95.038	96.209	95.026	95.762	92.539	93.192	95.762	95.724	94.74	93.939	95.471	96.581	93.939	95.261	96.667	96.832	94.972	95.668	94.61	95.972		97.83	98.268	98.261	99.402	99.109	98.894	99.179	99.802	98.135	98.364	99.658	99.758	99.671	100.0	99.863	100.0	99.746	99.842	99.489	99.802	99.432	99.646	95.205	85.108
GCF_902158645.1_SB6420_genomic.fasta	86.191	94.898	93.425	92.208	94.19	94.615	94.656	96.209	94.872	95.762	92.62	93.192	95.762	94.079	94.675	93.939	95.471	96.496	93.939	95.261	96.513	96.832	95.053	95.668	94.725	96.087		97.765	98.268	98.261	99.316	98.728	98.894	98.923	99.67	98.297	98.408	99.658	98.068	99.606	100.0	99.817	99.915	99.364	99.526	99.387	99.934	99.432	99.735	95.205	85.203
